"username","repository_name","repository_id","event_timestamp","release_id","organization_name","organization_id"
"thet","Patternslib/dev","503555866","2023-05-29 23:11:56+00:00","105286235","Patternslib","2392399"
"thet","Patternslib/Patterns","2066292","2023-05-29 22:52:53+00:00","105285556","Patternslib","2392399"
"thet","Patternslib/dev","503555866","2023-05-29 22:35:33+00:00","105285057","Patternslib","2392399"
"tniessen","tniessen/node-mceliece-nist","213249962","2023-05-29 21:42:58+00:00","105282977","",""
"tniessen","tniessen/node-mceliece-nist","213249962","2023-05-29 20:18:16+00:00","105278118","",""
"andi-makes","SchmarrnDevs/Lighty","519870145","2023-05-29 19:50:27+00:00","105276302","SchmarrnDevs","106021233"
"andi-makes","SchmarrnDevs/Lighty","519870145","2023-05-29 19:35:45+00:00","105275415","SchmarrnDevs","106021233"
"gofal","fo-dicom/fo-dicom","35329761","2023-05-29 19:31:21+00:00","105275143","fo-dicom","12371708"
"korli","korli/packer-plugin-qemu","646957585","2023-05-29 18:49:16+00:00","105272544","",""
"majodev","majodev/google-webfonts-helper","28320207","2023-05-29 18:25:10+00:00","105271217","",""
"michael1011","BoltzExchange/boltz-core","160829472","2023-05-29 16:36:53+00:00","105264338","BoltzExchange","44981752"
"CD-Z","CD-Z/react-native-epub-creator","646493636","2023-05-29 12:46:09+00:00","105233246","",""
"rfuzzo","WolvenKit/WolvenKit-nightly-releases","397209894","2023-05-29 12:11:52+00:00","105229228","WolvenKit","73969561"
"CD-Z","CD-Z/react-native-epub-creator","646493636","2023-05-29 11:33:40+00:00","105225713","",""
"ChristophWurst","ChristophWurst/nextcloud_sentry","110553536","2023-05-29 08:42:30+00:00","105208797","",""
"thasmo","somehow-digital/typo3-media-processing","636431986","2023-05-29 08:32:55+00:00","105207579","somehow-digital","116492792"
"thet","Patternslib/Patterns","2066292","2023-05-29 08:17:21+00:00","105206352","Patternslib","2392399"
"RenoFischa","RenoFischa/idrive","562461062","2023-05-29 07:54:31+00:00","105204313","",""
"houmain","houmain/spright-vscode","618091225","2023-05-29 07:27:50+00:00","105202019","",""
"houmain","houmain/spright-vscode","618091225","2023-05-29 06:56:12+00:00","105199707","",""
"houmain","houmain/spright-vscode","618091225","2023-05-29 06:51:27+00:00","105199386","",""
"houmain","houmain/spright","274877531","2023-05-29 06:39:20+00:00","105198608","",""
"houmain","houmain/spright-vscode","618091225","2023-05-29 06:38:25+00:00","105198558","",""
"MrMinemeet","MrMinemeet/vsc_tutor_point_calculator","567797083","2023-05-29 06:35:31+00:00","105198373","",""
"muhlba91","checkstyle/sonar-checkstyle","57127895","2023-05-29 06:23:35+00:00","105194316","checkstyle","5179750"
"alisinabh","alisinabh/elixir_ethers","538766924","2023-05-29 06:11:02+00:00","105191434","",""
"ich777","ich777/edk2-unraid","558829962","2023-05-29 02:09:49+00:00","105113210","",""
"CD-Z","CD-Z/react-native-epub-creator","646493636","2023-05-28 21:40:09+00:00","105043242","",""
"CD-Z","CD-Z/Epub-Constructor","643506722","2023-05-28 21:30:40+00:00","105040925","",""
"CD-Z","CD-Z/react-native-epub-creator","646493636","2023-05-28 21:28:34+00:00","105040646","",""
"HbmMods","HbmMods/Hbm-s-Nuclear-Tech-GIT","88659041","2023-05-28 20:12:07+00:00","105027346","",""
"BernhardAngerer","BernhardAngerer/gpx-stats-helper","642873959","2023-05-28 20:09:17+00:00","105028829","",""
"BernhardAngerer","BernhardAngerer/gpx-stats-helper","642873959","2023-05-28 19:59:02+00:00","105027609","",""
"josef-poetzl","AccessCodeLib/DbmsConnectionWizard","637219014","2023-05-28 18:24:42+00:00","105015808","AccessCodeLib","115940916"
"richardlehane","richardlehane/siegfried","17277958","2023-05-28 17:38:35+00:00","105012170","",""
"asjadnaqvi","asjadnaqvi/stata-bumparea","625702424","2023-05-28 16:19:59+00:00","105005346","",""
"asjadnaqvi","asjadnaqvi/stata-bumpline","625702337","2023-05-28 16:19:49+00:00","105005288","",""
"asjadnaqvi","asjadnaqvi/stata-streamplot","480320966","2023-05-28 16:19:34+00:00","105005279","",""
"asjadnaqvi","asjadnaqvi/stata-joyplot","480330760","2023-05-28 16:19:15+00:00","105005271","",""
"flaming-codes","flaming-codes/crane-app","529682542","2023-05-28 15:25:12+00:00","105002495","",""
"robaru","robaru/sofamyroom","246089242","2023-05-28 15:15:14+00:00","105001791","",""
"thet","Patternslib/dev","503555866","2023-05-28 14:53:46+00:00","105000855","Patternslib","2392399"
"PeterZerlauth","PeterZerlauth/Testing","609222571","2023-05-28 14:19:59+00:00","104999079","",""
"jakobkogler","dataclass-mapper/dataclass-mapper","517324095","2023-05-28 13:19:10+00:00","104994337","dataclass-mapper","109905438"
"jakobkogler","dataclass-mapper/dataclass-mapper","517324095","2023-05-28 13:08:51+00:00","104994337","dataclass-mapper","109905438"
"jakobkogler","dataclass-mapper/dataclass-mapper","517324095","2023-05-28 13:02:29+00:00","104994337","dataclass-mapper","109905438"
"jakobkogler","dataclass-mapper/dataclass-mapper","517324095","2023-05-28 12:45:53+00:00","104994337","dataclass-mapper","109905438"
"eddiesigner","eddiesigner/liebling","185054859","2023-05-28 12:34:58+00:00","104993910","",""
"rfuzzo","WolvenKit/WolvenKit-nightly-releases","397209894","2023-05-28 12:15:27+00:00","104992994","WolvenKit","73969561"
"syntaxsavr","SE2-Gruppe3/lotti-karotti","620611503","2023-05-28 10:41:25+00:00","104975808","SE2-Gruppe3","129245305"
"otsch","crwlrsoft/crawler","447387652","2023-05-28 10:39:31+00:00","104975744","crwlrsoft","36385739"
"fscorrupt","dockserver/dockserver","369567537","2023-05-28 10:38:14+00:00","104975716","dockserver","83473078"
"thasmo","somehow-digital/typo3-media-processing","636431986","2023-05-28 10:00:03+00:00","104958898","somehow-digital","116492792"
"otsch","crwlrsoft/crawler","447387652","2023-05-28 09:59:05+00:00","104958873","crwlrsoft","36385739"
"HiptJo","HiptJo/active-connect","339443352","2023-05-28 08:23:11+00:00","104915582","",""
"HiptJo","HiptJo/active-connect-ng","342823959","2023-05-28 08:22:32+00:00","104915566","",""
"Flash0ver","Flash0ver/F0-Talks-ApiDiff","459373321","2023-05-28 08:20:05+00:00","104914898","",""
"Schrausser","Schrausser/Ptolemy-s-table-of-chords","611358257","2023-05-28 03:03:39+00:00","104785196","",""
"Schrausser","Schrausser/RND1n","646126626","2023-05-28 02:48:55+00:00","104779156","",""
"mexxs","mexxs/pyqsys","646196970","2023-05-27 19:41:15+00:00","104643616","",""
"mexxs","mexxs/pyqsys","646196970","2023-05-27 19:25:42+00:00","104643353","",""
"mexxs","mexxs/pyqsys","646196970","2023-05-27 19:22:25+00:00","104643296","",""
"mexxs","mexxs/pyqsys","646196970","2023-05-27 18:52:44+00:00","104638166","",""
"nikgraf","serenity-kit/react-native-opaque","613224841","2023-05-27 18:31:45+00:00","104630308","serenity-kit","70574530"
"mexxs","mexxs/pyqsys","646196970","2023-05-27 18:30:07+00:00","104630268","",""
"mexxs","mexxs/pyqsys","646196970","2023-05-27 18:14:07+00:00","104625081","",""
"henon","MudBlazor/MudBlazor","288428676","2023-05-27 18:14:01+00:00","104625076","MudBlazor","79755064"
"mexxs","mexxs/pyqsys","646196970","2023-05-27 18:04:11+00:00","104621583","",""
"nikgraf","serenity-kit/react-native-opaque","613224841","2023-05-27 18:01:54+00:00","104619937","serenity-kit","70574530"
"PiMaker","PiMaker/ltcgi","453443167","2023-05-27 17:11:08+00:00","104604839","",""
"mexxs","mexxs/pyqsys","646196970","2023-05-27 16:09:36+00:00","104589463","",""
"alexkainzinger","alexkainzinger/resource-watchdog","510868982","2023-05-27 13:54:07+00:00","104557637","",""
"rfuzzo","WolvenKit/WolvenKit-nightly-releases","397209894","2023-05-27 12:15:03+00:00","104537686","WolvenKit","73969561"
"Schrausser","Schrausser/RND1n","646126626","2023-05-27 11:58:33+00:00","104535069","",""
"krisztianb","krisztianb/typedoc-plugin-merge-modules","332821599","2023-05-27 10:17:36+00:00","104519163","",""
"krisztianb","krisztianb/typedoc-plugin-merge-modules","332821599","2023-05-27 10:15:13+00:00","104519163","",""
"fhempy","fhempy/fhempy","279962012","2023-05-27 10:09:09+00:00","104518548","",""
"fhempy","fhempy/fhempy","279962012","2023-05-27 09:57:54+00:00","104516804","",""
"kovzol","kovzol/Java-Geometry-Expert","184441634","2023-05-27 09:32:45+00:00","104512940","",""
"fhempy","fhempy/fhempy","279962012","2023-05-27 09:20:13+00:00","104512244","",""
"DerYeger","DerYeger/apollo-backend","322609679","2023-05-27 04:46:31+00:00","104481927","",""
"DerYeger","DerYeger/jan-mueller","345400370","2023-05-27 04:41:14+00:00","104481591","",""
"DerYeger","DerYeger/apollo-frontend","319878406","2023-05-27 04:31:40+00:00","104480616","",""
"DerYeger","DerYeger/apollo-frontend","319878406","2023-05-27 02:43:08+00:00","104473745","",""
"DerYeger","DerYeger/magdalena-jirku","350391753","2023-05-27 02:34:41+00:00","104473319","",""
"kevinpapst","Keleo/CustomCSSBundle","171734042","2023-05-26 20:36:15+00:00","104455890","Keleo","7362599"
"josef-poetzl","AccessCodeLib/DbmsConnectionWizard","637219014","2023-05-26 19:57:45+00:00","104452875","AccessCodeLib","115940916"
"Schrausser","Schrausser/ARR","637563369","2023-05-26 19:41:14+00:00","104451346","",""
"phax","phax/phase4","62138020","2023-05-26 19:38:04+00:00","104451108","",""
"phax","phax/phase4","62138020","2023-05-26 18:53:37+00:00","104447219","",""
"phax","phax/peppol-commons","32777313","2023-05-26 18:14:20+00:00","104443390","",""
"cmahrl","Syslifters/offsec-tools","597102316","2023-05-26 18:12:42+00:00","104443203","Syslifters","106493015"
"arambazamba","arambazamba/ng-dev","323034926","2023-05-26 18:01:20+00:00","104441929","",""
"fscorrupt","dockserver/dockserver","369567537","2023-05-26 15:43:08+00:00","104427343","dockserver","83473078"
"fscorrupt","dockserver/dockserver","369567537","2023-05-26 15:28:40+00:00","104425212","dockserver","83473078"
"TkDodo","remeda/remeda","132434056","2023-05-26 15:06:40+00:00","104422635","remeda","39049333"
"PeterZerlauth","PeterZerlauth/Testing","609222571","2023-05-26 13:49:04+00:00","104408416","",""
"tbaccata","tbaccata/amica","377854467","2023-05-26 13:47:16+00:00","104407062","",""
"utnapischtim","tu-graz-library/invenio-alma","308676742","2023-05-26 12:12:41+00:00","104391041","tu-graz-library","71063026"
"daun","swup/swup","106345099","2023-05-26 10:09:52+00:00","104376791","swup","49698734"
"nikgraf","serenity-kit/react-native-opaque","613224841","2023-05-26 09:59:37+00:00","104375608","serenity-kit","70574530"
"rolandschuetz","NEOSidekick/NEOSidekick.AiAssistant","613593088","2023-05-26 09:51:41+00:00","104374701","NEOSidekick","128504304"
"lazka","msys2/msys2-installer","80988227","2023-05-26 09:51:10+00:00","104374193","msys2","6759993"
"rolandschuetz","NEOSidekick/NEOSidekick.AiAssistant","613593088","2023-05-26 09:50:07+00:00","104374501","NEOSidekick","128504304"
"thasmo","somehow-digital/typo3-media-processing","636431986","2023-05-26 09:22:20+00:00","104371205","somehow-digital","116492792"
"utnapischtim","tu-graz-library/invenio-alma","308676742","2023-05-26 09:09:47+00:00","104369631","tu-graz-library","71063026"
"chfoidl","wunderwerkio/drupal-kit","613878621","2023-05-26 08:48:31+00:00","104365898","wunderwerkio","75357507"
"klues","asterics/AsTeRICS-Grid","134720142","2023-05-26 08:16:29+00:00","104361419","asterics","5062966"
"rjahn","sibvisions/flutter_jvx","197144268","2023-05-26 08:04:49+00:00","103104064","sibvisions","10995690"
"utnapischtim","tu-graz-library/invenio-workflows-tugraz","561324832","2023-05-26 07:20:22+00:00","104356771","tu-graz-library","71063026"
"metachris","metachris/flashbotsrpc","396828803","2023-05-26 07:15:41+00:00","104356423","",""
"six7","tokens-studio/figma-plugin","265001214","2023-05-26 07:11:12+00:00","104356057","tokens-studio","95403881"
"yngwi","icaruseu/to-cei","437862583","2023-05-26 06:45:52+00:00","104354011","icaruseu","6792965"
"DavidXanatos","sandboxie-plus/Sandboxie","254327261","2023-05-26 05:27:08+00:00","104349061","sandboxie-plus","63755826"
"drallgood","drallgood/jpasskit","5839179","2023-05-25 21:24:10+00:00","104321813","",""
"utnapischtim","tu-graz-library/invenio-records-marc21","327578018","2023-05-25 19:46:14+00:00","104312742","tu-graz-library","71063026"
"otsch","crwlrsoft/schema-org","539716204","2023-05-25 19:39:20+00:00","104312093","crwlrsoft","36385739"
"vbwx","vbwx/base16-terminal-app","63539568","2023-05-25 19:18:29+00:00","104309647","",""
"LukasKrah","FridrichDerGosse/Fridrich","644603964","2023-05-25 18:54:52+00:00","104307343","FridrichDerGosse","113463673"
"LukasKrah","FridrichDerGosse/Fridrich","644603964","2023-05-25 18:53:59+00:00","104307271","FridrichDerGosse","113463673"
"LukasKrah","FridrichDerGosse/Fridrich","644603964","2023-05-25 18:47:28+00:00","104306606","FridrichDerGosse","113463673"
"kevinpapst","Keleo/CustomCSSBundle","171734042","2023-05-25 18:09:42+00:00","104301262","Keleo","7362599"
"houmain","houmain/spright-vscode","618091225","2023-05-25 17:04:05+00:00","104294504","",""
"nikgraf","serenity-kit/react-native-opaque","613224841","2023-05-25 16:38:34+00:00","104291606","serenity-kit","70574530"
"LukasKrah","LukasKrah/test","645413198","2023-05-25 16:04:59+00:00","104287455","",""
"LukasKrah","LukasKrah/test","645413198","2023-05-25 16:02:39+00:00","104287214","",""
"lauhon","Superlight-Labs/Superlight","624355279","2023-05-25 15:20:58+00:00","104280430","Superlight-Labs","130047674"
"alex-rind","fhstp/easynwk-web","277747470","2023-05-25 14:16:39+00:00","104270390","fhstp","8500877"
"yngwi","icaruseu/to-cei","437862583","2023-05-25 12:12:58+00:00","104251857","icaruseu","6792965"
"jhartmann123","fusonic/dotnet-extensions","291753877","2023-05-25 12:10:42+00:00","104251589","fusonic","809603"
"Nicoretti","exasol/sqlalchemy-exasol","11694052","2023-05-25 12:02:18+00:00","104250642","exasol","7056459"
"jakob","PostgresApp/PostgresApp","3946572","2023-05-25 12:01:41+00:00","104247417","PostgresApp","4306503"
"alexrashed","alexrashed/localstack-cli","641842828","2023-05-25 11:34:30+00:00","104247175","",""
"nicoangelo","nicoangelo/terraform-provider-personio","591028825","2023-05-25 11:02:57+00:00","104243623","",""
"devlaam","devlaam/Leucine","599665379","2023-05-25 10:10:11+00:00","104237782","",""
"ManuelPuchner","ManuelPuchner/BetterPHP","635791147","2023-05-25 10:02:56+00:00","104236930","",""
"utnapischtim","tu-graz-library/invenio-campusonline","308678133","2023-05-25 09:36:47+00:00","104233696","tu-graz-library","71063026"
"ToeiRei","ToeiRei/kernel-deb","321431209","2023-05-25 09:17:58+00:00","104230607","",""
"afrendeiro","afrendeiro/seaborn_extensions","293934047","2023-05-25 09:03:33+00:00","104228981","",""
"martinbrom","porscheinformatik/clarity-addons","135143737","2023-05-25 08:52:45+00:00","104226430","porscheinformatik","1215250"
"WanzenBug","piraeusdatastore/piraeus-operator","198912722","2023-05-25 08:43:55+00:00","104225336","piraeusdatastore","52698954"
"byteknacker","byteknacker/react-az-icons","639909884","2023-05-25 08:33:35+00:00","104224000","",""
"byteknacker","byteknacker/react-az-icons","639909884","2023-05-25 08:18:52+00:00","104222275","",""
"majodev","majodev/google-webfonts-helper","28320207","2023-05-25 07:56:07+00:00","104219117","",""
"six7","tokens-studio/figma-plugin","265001214","2023-05-25 07:34:57+00:00","104216345","tokens-studio","95403881"
"ich777","ich777/unraid-r8152-driver","598749274","2023-05-25 07:08:01+00:00","104213645","",""
"ich777","ich777/unraid-aquacomputer-d5next","578078935","2023-05-25 07:07:50+00:00","104213626","",""
"ich777","ich777/unraid-openrgb-patch","487931391","2023-05-25 07:07:42+00:00","104213608","",""
"ich777","ich777/unraid-qnapec","497842411","2023-05-25 07:07:23+00:00","104213575","",""
"ich777","ich777/unraid-hpsahba","333060404","2023-05-25 07:07:14+00:00","104213559","",""
"ich777","ich777/unraid-amd-vendor-reset","316341401","2023-05-25 07:06:58+00:00","104213539","",""
"ich777","ich777/unraid-coral-driver","340448336","2023-05-25 07:06:02+00:00","104213432","",""
"ich777","SimonFair/USB_Manager_USBIP_addon","369739387","2023-05-25 07:05:53+00:00","104213418","",""
"ich777","SimonFair/USB_Manager_Serial_Options_addon","370590837","2023-05-25 07:05:37+00:00","104213388","",""
"ich777","ich777/unraid-sound-driver","359411270","2023-05-25 07:05:09+00:00","104213293","",""
"ich777","ich777/unraid-it87-driver","534532007","2023-05-25 06:56:07+00:00","104212148","",""
"ich777","ich777/unraid-nct6687-driver","379261561","2023-05-25 06:55:57+00:00","104212137","",""
"ich777","ich777/unraid-nvidia-driver","306724515","2023-05-25 06:47:56+00:00","104211460","",""
"TkDodo","remeda/remeda","132434056","2023-05-25 06:44:06+00:00","104211152","remeda","39049333"
"phax","phax/ph-oton","35175824","2023-05-25 04:04:26+00:00","104200704","",""
"Benimautner","go-vikunja/app","395095540","2023-05-24 22:11:48+00:00","103296382","go-vikunja","41270016"
"marcopixel","marcopixel/r6operators","245026986","2023-05-24 21:57:46+00:00","104181551","",""
"Jotschi","metaloom/qdrant-java-client","593473811","2023-05-24 21:50:18+00:00","104181573","metaloom","80426422"
"DavidXanatos","sandboxie-plus/Sandboxie","254327261","2023-05-24 21:34:31+00:00","104179930","sandboxie-plus","63755826"
"Jotschi","metaloom/qdrant-java-client","593473811","2023-05-24 21:24:00+00:00","104179410","metaloom","80426422"
"ChristophWurst","ChristophWurst/nextcloud_sentry","110553536","2023-05-24 20:52:43+00:00","104176554","",""
"henon","MudBlazor/MudBlazor","288428676","2023-05-24 20:39:01+00:00","104174881","MudBlazor","79755064"
"adtzlr","adtzlr/tensortrax","570708066","2023-05-24 20:17:55+00:00","104170550","",""
"celinesin","celinesin/radipop_analy","321313614","2023-05-24 20:12:59+00:00","104169673","",""
"MaxiHuHe04","MaxiHuHe04/iTunes-Backup-Explorer","281528025","2023-05-24 18:52:34+00:00","104159857","",""
"adtzlr","adtzlr/tensortrax","570708066","2023-05-24 17:09:09+00:00","104149200","",""
"JonasDoesThings","JonasDoesThings/mkdocs-exclude-unused-files","606860824","2023-05-24 17:04:10+00:00","104148510","",""
"magdalenaboch","magdalenaboch/fROI-analysis","435874436","2023-05-24 16:05:20+00:00","104141163","",""
"123FLO321","123FLO321/POGOProtos-Swift","151465649","2023-05-24 16:04:35+00:00","104141080","",""
"mriedmann","cloudflightio/dockerinwsl","442774863","2023-05-24 15:29:17+00:00","104135583","cloudflightio","56123079"
"MWedl","Syslifters/sysreptor","528755191","2023-05-24 14:06:46+00:00","104121628","Syslifters","106493015"
"josef-poetzl","AccessCodeLib/AccUnit","552453107","2023-05-24 14:03:26+00:00","104121151","AccessCodeLib","115940916"
"Nicoretti","exasol/sqlalchemy-exasol","11694052","2023-05-24 13:07:35+00:00","104109096","exasol","7056459"
"JDDev0","JDDev0/EnergizedPower","581915383","2023-05-24 12:37:35+00:00","104101900","",""
"JDDev0","JDDev0/EnergizedPower","581915383","2023-05-24 12:24:19+00:00","104100035","",""
"JDDev0","JDDev0/EnergizedPower","581915383","2023-05-24 12:20:51+00:00","104099672","",""
"JDDev0","JDDev0/EnergizedPower","581915383","2023-05-24 12:17:20+00:00","104099133","",""
"JDDev0","JDDev0/EnergizedPower","581915383","2023-05-24 12:12:39+00:00","104098528","",""
"solverat","dachcom-digital/pimcore-toolbox","49707284","2023-05-24 11:59:01+00:00","104096742","dachcom-digital","5484669"
"adtzlr","adtzlr/tensortrax","570708066","2023-05-24 11:43:31+00:00","104094957","",""
"f-23","f-23/react-native-passkey","560565714","2023-05-24 11:40:43+00:00","104094659","",""
"whotwagner","ait-cs-IaaS/atb-ansible-aeciduser","644801871","2023-05-24 10:59:16+00:00","104089849","ait-cs-IaaS","86962126"
"michabirklbauer","hgb-bin-proteomics/MSAnnika_exporters","554149143","2023-05-24 10:47:32+00:00","104088471","hgb-bin-proteomics","110912796"
"fidelsteiner","fidelsteiner/HMAGLOFDB","456446815","2023-05-24 10:22:34+00:00","103292219","",""
